SEASON,CLUE VALUE,CLUE CATEGORY,QUESTION,OUR MODEL_ANSWER,REAL ANSWER,CORRECT,CONTEXT USED
34,400,"\""WILD"" MOVIES",Sam Peckinpah. Lots of blood. This 1969 western,The Wild Bunch,The Wild Bunch,True,"Sam Peckinpah . David Samuel Peckinpah (; February 21, 1925 – December 28, 1984) was an American film director and screenwriter who achieved prominence following the release of the Western epic ""The Wild Bunch"" (1969). He was known for the visually innovative and explicit depiction of action and violence as well as his revisionist approach to the Western genre."
34,600,"\""WILD"" MOVIES",An Elvis-obsessed Nicolas Cage takes up with Laura Dern in this 1990 David Lynch film,"Sailor Ripley and Lula Pace Fortune, a young couple from Cape Fear, North Carolina who go on the run from her domineering mother.",Wild at Heart,False,"List of accolades received by David Lynch . ""Wild at Heart"" is a 1990 American film written and directed by Lynch, and based on Barry Gifford's 1989 novel ""Wild at Heart"". The film star Nicolas Cage, Laura Dern and Diane Ladd; and tells the story of Sailor Ripley and Lula Pace Fortune, a young couple from Cape Fear, North Carolina who go on the run from her domineering mother."
34,800,"\""WILD"" MOVIES",Meryl Streep needed a lot more than one degree of separation from Kevin Bacon on the water in this movie,every one of us fell out of the boat,The River Wild,False,"Kevin Bacon . In 1994, Bacon earned a Golden Globe nomination for his role in ""The River Wild"", opposite Meryl Streep. He described the film to Chase in ""Cosmopolitan"" as a ""grueling shoot"", in which ""every one of us fell out of the boat at one point or another and had to be saved""."
34,1000,"\""WILD"" MOVIES",Hushpuppy deals with some prehistoric creatures called aurochs in this 2012 drama set in the delta,melting ice caps,Beasts of the Southern Wild,False,"Beasts of the Southern Wild . As a storm approaches a southern Louisiana bayou community called the ""Bathtub"" (a community cut off from the rest of the world by a levee), six-year-old Hushpuppy and her ailing, hot-tempered father Wink are optimistic about their life and their future. The children in school are being taught by Miss Bathsheba about nature and the release of prehistoric aurochs from the melting ice caps. At home, Hushpuppy fends for herself while her father is missing. When he returns, he is wearing a hospital gown and bracelet. They argue, and when Hushpuppy returns to her house, she deliberately sets it on fire. A chase ensues between the two, and she ends up getting slapped by Wink. When she retaliates by punching him in the chest, Wink collapses. Hushpuppy, realizing the damage she has caused, runs for help only to find her father missing when she returns."
34,200,"ARMY, NAVY, AIR FORCE OR MARINES",Secretary of State Colin Powell,,the Army,False,No Context
34,400,"ARMY, NAVY, AIR FORCE OR MARINES",Iwo Jima flag raiser Ira Hayes,Ira Hamilton Hayes,Marines,False,"Ira Hayes . Ira Hamilton Hayes (January 12, 1923 – January 24, 1955) was a Pima Native American and a United States Marine who was one of the six flag raisers immortalized in the iconic photograph of the flag raising on Iwo Jima during World War II. Hayes was an enrolled member of the Gila River Pima Indian Reservation located in the Pinal and Maricopa counties in Arizona. He enlisted in the United States Marine Corps Reserve on August 26, 1942 and, after recruit training, volunteered to become a Paramarine. He fought in the Bougainville and Iwo Jima campaigns in the Pacific Theatre of Operations."
34,600,"ARMY, NAVY, AIR FORCE OR MARINES",Cold War figure Francis Gary Powers,pilot,Air Force,False,"The Cold War Museum . Founded in 1996 by Francis Gary Powers Jr. (son of pilot Francis Gary Powers), and John C. Welch to preserve Cold War history and honor Cold War veterans. The museum signed a lease on December 1, 2009, with the Vint Hill Economic Development Authority for the use of a two-story building and secure storage facility at Vint Hill Farms Station, Virginia, in Fauquier County, from Washington Dulles International Airport. Vint Hill Farms is a 695-acre former United States Army communications base. The museum opened on November 11, 2011."
34,200,FOREIGN-SOUNDING TEXAS PLACES,Faith & begorrah! A 2005 state bill proclaimed this town the official Irish capital of Texas,we're even in the EU,Dublin,False,"Single-Handed (TV series) . When ""Single-Handed"" eventually aired in the UK in 2009, he noted the reactions of the British newspaper critics, remarking satirically on how """"The Guardian""s Sam Wollaston and ""The Independent""s Tom Sutcliffe couldn't contain their surprise that dark doings lurked behind the 'stunning scenery' of this Irish ""Hoirtbeat"". Faith and begorrah, lads, shure we're even in the EU""."
34,400,FOREIGN-SOUNDING TEXAS PLACES,Bogata in Red River County is named for the capital of this country,"Bogotá, the capital of Colombia",Colombia,True,"Bogata, Texas . Bogata ( ) is a city in Red River County, Texas, United States. The population was 1,153 at the 2010 census. The city was named after Bogotá, the capital of Colombia."
34,600,FOREIGN-SOUNDING TEXAS PLACES,"A mile east of the Rio Grande, this hamlet shares its name with a French area whose beaches became famous in 1944",Case del Conte,Normandy,False,"Ogliastro Marina . Ogliastro Marina is located in northern Cilento, along the Cilentan Coast by the Tyrrhenian Sea. It spans from the junction of the national highway SS 267 to the entrance of the natural area of Licosa. The village is divided from the nearby hamlet of Case del Conte (in the ""comune"" of Montecorice) by Rio dell'Arena river and shares with it a large beach. The settlement is divided into a pair of inhabited areas, named Baia dell'Arena (east) and Punta di Ogliastro (west), with a coastal park in the middle."
34,800,FOREIGN-SOUNDING TEXAS PLACES,"A land divided by Jordan, Egypt & Israel, or the seat of Anderson County, Texas",Jordan River as the boundary of Jordan,Palestine,False,"United Nations Security Council Resolution 242 . The resolution also calls for the implementation of the ""land for peace"" formula, calling for Israeli withdrawal from ""territories"" it had occupied in 1967 in exchange for peace with its neighbors. This was an important advance at the time, considering that there were no peace treaties between any Arab state and Israel until the Israel-Egypt Peace Treaty of 1979. ""Land for peace"" served as the basis of the Israel-Egypt Peace Treaty, in which Israel withdrew from the Sinai peninsula (Egypt withdrew its claims to the Gaza Strip in favor of the Palestine Liberation Organization). Jordan renounced its claims regarding the West Bank in favor of the Palestine Liberation Organization, and has signed the Israel-Jordan Treaty of Peace in 1994, that established the Jordan River as the boundary of Jordan."
34,1000,FOREIGN-SOUNDING TEXAS PLACES,"There's one in southern Italy, one in Florida & one in Texas near the Ark. border, ""an old town with new horizons\""",Olde Towne East is one of the neighborhoods of Columbus',Naples,False,"Olde Towne East . Olde Towne East is one of the neighborhoods of Columbus' Near East. It is bordered by the Discovery and Market Exchange Districts, other Near East neighborhoods of King-Lincoln Bronzeville, Franklin Park, Ohio, and the Near South neighborhoods of Livingston Park North and Old Oaks."
34,200,CLOTHING THROUGH THE AGES,A surcoat in medieval times was a loose tunic worn over this type of protection,a linen shirt,armor,False,"1200–1300 in European fashion . Men wore a tunic, ""cote"" or ""cotte"" with a surcoat over a linen shirt. One of these surcoats was the cyclas, which began as a rectangular piece of cloth with a hole in it for the head. Over time the sides were sewn together to make a long, sleeveless tunic. When sleeves and sometimes a hood were added, the cyclas became a ganache (a cap-sleeved surcoat, usually shown with hood of matching color) or a gardcorps (a long, generous-sleeved traveling robe, somewhat resembling a modern academic robe). A mantle was worn as a formal wrap. Men also wore hose, shoes, and headdress. The clothing of royalty was set apart by its rich fabric and luxurious furs. Hair and beard were moderate in length, and men generally wore their hair in a ""pageboy"" style, curling under at necklength. Shoes were slightly pointed, and embroidered for royalty and higher clergy."
34,400,CLOTHING THROUGH THE AGES,"In ancient Rome a balteus was a shoulder ""belt"" formed from the twisted folds of one of these garments",,a toga,False,No Context
34,600,CLOTHING THROUGH THE AGES,"In the 1920s, a jacket with large pockets and a rolled collar was popularized by this aviator",,Charles Lindbergh,False,No Context
34,800,CLOTHING THROUGH THE AGES,"Beastly term for a scarf of feathers or fur, but usually not scales",feather boa,a boa,False,"Feather boa . A feather boa is a fashion accessory that is usually worn wrapped around the neck like a scarf. A boa can be made of fur, but it is usually made instead from various types of feathers. Ostrich, marabou, chandelle, and turkey are the most common feathers used, although non-feather boas are also available. Feathers used go through bleaching or dyeing processes and are glued and stitched into lengths called ""ply"". Sometimes more natural boas are produced. A lightweight chandelle boa might only weigh , whereas a 24 ply ostrich boa can weigh as much as . The more ply, the fluffier and thicker the boa. Boas are generally measured by weight (grammes), length (centimetres), and ply. Boas are available through novelty, costume, or lingerie shops, as well as online."
34,1000,CLOTHING THROUGH THE AGES,18th c. riding boots decorated with tassels shared this name with German mercenaries hired by the Brits,Hessian,Hessians,True,"Hessian (boot) . First worn by German soldiers in the 18th century, these military riding boots became popular in England, particularly during the Regency period (1811-1820), with their polished leather and ornamental tassels. Initially used as standard issue footwear for light cavalry regiments, especially hussars, they would become widely worn by civilians as well."
34,200,EAT IT!,"I can't decide between chocolate, vanilla & strawberry ice cream; wait, I'll have all 3 in a brick called this",Neapolitan ice cream.,Neapolitan,True,"Strawberry ice cream . Strawberry ice cream is a flavor of ice cream made with strawberry or strawberry flavoring. It is made by blending in fresh strawberries or strawberry flavoring with the eggs, cream, vanilla and sugar used to make ice cream. Most strawberry ice cream is colored pink or light red. Strawberry ice cream dates back at least to 1813, when it was served at the second inauguration of James Madison. Along with vanilla and chocolate ice cream, strawberry is one of the three flavors in Neapolitan ice cream. Variations of strawberry ice cream include strawberry cheesecake ice cream and strawberry ripple ice cream, which is vanilla ice cream with a ribbon of strawberry jam or syrup. Some ice cream sandwiches are prepared neapolitan-style, and include strawberry ice cream."
34,400,EAT IT!,"Jonathan Swift wrote, ""He was a bold man that first"" ate these; let's be bold & enjoy them on the half shell",an oyster,oysters,False,"Gump and Co. . Forrest starts harvesting oysters and builds it into a very successful business with the help of Forrest Jr. and all his old contacts. Dan's death is ironic given his oft-mentioned enthusiasm for oysters. The office decor includes the Jonathan Swift quote ""He was a bold man that first ate an oyster"". When thinking about investing the proceeds, he meets Bill and Hillary Clinton at Whitewater. The business had been threatened by locals angry that the competition was racially integrated, and the book ends with Forrest fighting back."
34,600,EAT IT!,"Mozzarella, tomatoes & basil are in this simple salad that gets its name from an Italian island",Caprese,caprese,False,"Prosciutto . Saltimbocca is an Italian veal dish, where escalopes of veal are topped with a sage leaf before being wrapped in prosciutto and then pan-fried. Prosciutto is often served in sandwiches and panini, sometimes in a variation on the Caprese salad, with basil, tomato and fresh mozzarella. A basic sandwich served in some European cafés and bars consists of prosciutto in a croissant."
34,800,EAT IT!,"For a quick version of this French sauce, mix together mayo, minced garlic, a little salt & lemon juice",wooden mortar and pestle.,aioli,False,"Garlic sauce . Toum is a garlic sauce common to the Levant. Similar to the Provençal aioli, it contains garlic, salt, olive oil or vegetable oil, and lemon juice, traditionally crushed together using a wooden mortar and pestle."
34,1000,EAT IT!,"A Spanish word for a sloop gives us the name of this appetizer, a crisp corn tortilla ""boat"" filled with beef & cheese",Quesadillas,a chalupa,False,"Mexican street food . There are other street foods made with tortillas. Tostadas are flat hard tortillas either fried or dried on which are placed a variety of toppings such as shredded chicken, pork, beef, seafood, cheese and salsa. Quesadillas are derived from the Spanish word for cheese “queso” and refer to a tortilla folded in half and filled with cheese and possibly other ingredients such as spicy meat, mushrooms, chili pepper strips and more. The type of cheese used generally varies by region and in some areas, cheese is not even used unless requested. Empalmes are three stacked corn tortillas with beans, some kind of meat or stew which are typical in the state of Nuevo León. Gringas are two corn tortillas with a meat and cheese filling then toasted on each side until the cheese melts. Tlayudas are large dried tortillas topped with beans and other ingredients similar to a pizza or large tostada popular in the state of Oaxaca. There are street foods that use the same corn dough used to make tortillas, but in different preparations. Gorditas can be found in almost all parts of the country. They are very thick corn dough patties fried in oil or cooked on a comal (like a flat pan) with oil. After cooking they are split and filled with a variety of ingredients. There is a flour dough version of this in Coahuila. Bocoles are small round gorditas popular in Hidalgo, Tamaulipas, Veracruz and San Luis Potosí. After cooking they are split and filled with ingredients such as cheese, picadillo, salsa, beans or cooked eggs. Empedradas are a triangular piece of blue corn dough mixed with chickpeas then cooked on comal popular in Tlaxcala. Garnachas are thick tortillas similar to gorditas split and filled with shredded pork and diced onion. On top is placed salsa, cheese, and a vinegar and chili pepper sauce. Memelas, also called picadas, are long thick tortillas made of corn dough mixed with fried pork rind and salsa. They are cooked on a comal then topped with tomato sauce and chopped lettuce or cabbage. Tlacoyos are most popular in Mexico City. They are elongated and usually made with blue corn dough which is filled with a paste made of beans before being cooked on a comal."
34,200,PAIRS FAMOUS,A bank employee paying out money at the counter & a common name for a university in west Philly,International Bank of Azerbaijan,Teller and Penn,False,"International Bank of Azerbaijan . The bank also offers businesses and their employees a “salary card.” An employer puts money onto the card for an employee’s salary, bonuses, and any other types of pay."
34,400,PAIRS FAMOUS,"A flour/water mixture used to stick papers together (don't eat it, kids!) & an edit of a film in progress",glue,paste and cut,False,"Wasli . Wasli is an Acid-free paper and it has archival qualities. Paper eating insects can not eat it because of a poison copper sulphate/Neela Thootha used in the making of this paper. The glue to paste sheets together is also acid free made out of cooking flour.  To use it for miniature paintings this layered paper is burnished with either smooth glass or a sea shell. This way the paper is shiny, smooth and have minimal perceptible grain."
34,600,PAIRS FAMOUS,"A Duracell item & one of the ""A""s in the Marines' AAV-7 vehicle",Mk-19 40 mm grenade launcher,battery and assault,False,"3rd Assault Amphibian Battalion . 3rd Assault Amphibian Battalion (3rd AABn) is one of two active duty assault amphibian battalions in the United States Marine Corps. The battalion's primary weapon system is the Amphibious Assault Vehicle or AAV. The AAV is a 27.5-ton armored vehicle that carries up to 21 combat-loaded Marines and is armed with the UGWS (UpGunned Weapons Station), which mounts a .50 cal (12.7 mm) M2HB machine gun and a Mk-19 40 mm grenade launcher. The AAV is the only armored vehicle in the U.S. inventory that is fully capable of operations both on land and in the ocean. The battalion is part of the 1st Marine Division and the I Marine Expeditionary Force. The unit is based in Camp Pendleton, California."
34,800,PAIRS FAMOUS,"A plant that grows & climbs around a support & the place that gets a ""Hooray for"" it in song",Sweet pea,vine and Hollywood,False,"Sweet pea . It is an annual climbing plant, growing to a height of , where suitable support is available. The leaves are pinnate with two leaflets and a terminal tendril, which twines around supporting plants and structures, helping the sweet pea to climb. In the wild plant the flowers are purple, broad; they are larger and very variable in color in the many cultivars."
34,1000,PAIRS FAMOUS,The first names of California governor Brown & Nebraska senator Sasse are less than delicious when paired,,Jerry and Ben,False,No Context
34,400,PEOPLE IN POETRY,"\""But there is no joy in Mudville—"" this guy ""has struck out\""",The mighty ultra-liberal establishment,Mighty Casey,False,"Jesse Helms . Helms won the election with 1,087,331 votes (52.5 percent) to Gantt's 981,573 (47.4 percent). In his victory statement, Helms noted the unhappiness of some media outlets over his victory, paraphrasing a line from ""Casey at the Bat"": ""There's no joy in Mudville tonight. The mighty ultra-liberal establishment, and the liberal politicians and editors and commentators and columnists have struck out."""
34,800,PEOPLE IN POETRY,"\""Was this the face that launched a thousand ships.... sweet"" her, ""make me immortal with a kiss\""",Helen,Helen,True,"Doctor Faustus (play) . <poem> Was this the face that launch'd a thousand ships, And burnt the topless towers of Ilium-- Sweet Helen, make me immortal with a kiss.-- <nowiki> ""[kisses her]""</nowiki> Her lips suck forth my soul: see, where it flies!-- Come, Helen, come, give me my soul again. Here will I dwell, for heaven is in these lips, And all is dross that is not Helena. I will be Paris, and for love of thee, Instead of Troy, shall Wertenberg be sack'd; And I will combat with weak Menelaus, And wear thy colours on my plumed crest; Yea, I will wound Achilles in the heel, And then return to Helen for a kiss. O, thou art fairer than the evening air Clad in the beauty of a thousand stars; Brighter art thou than flaming Jupiter When he appear'd to hapless Semele; More lovely than the monarch of the sky In wanton Arethusa's azur'd arms; And none but thou shalt be my paramour! </poem>"
34,1200,PEOPLE IN POETRY,"Longfellow referred to him as the ""Tuscan that wanderest through the realms of gloom\""",,Dante,False,No Context
34,1600,PEOPLE IN POETRY,"From a T.S. Eliot poem: ""In the room the women come and go talking of"" this Italian master",Triptych,Michelangelo,False,Triptych Inspired by T.S. Eliot's Poem &quot;Sweeney Agonistes&quot; . Triptych Inspired by T.S. Eliot's Poem &quot;Sweeney Agonistes&quot;
34,2000,PEOPLE IN POETRY,"\""And"" he, ""one calm summer night, went home and put a bullet through his head\""",Richard Cory,Richard Cory,True,"Richard Cory (song) . The song tells the tale of a Richard Cory from the perspective of one of the men who works in his factory. The factory worker is envious of the advantages and enjoyments available to Cory, believing him (Cory) to be a satisfied man. The last verse of the song ends similarly to the Robinson poem: ""Richard Cory went home last night and put a bullet through his head."" The chorus repeats again after this verse. This signifies that, despite Cory's unhappiness - explained by his suicide - the worker still ""curses his [the worker's] poverty"", and would still rather be Richard Cory."
34,400,LESSER-KNOWN MUSEUMS,"The Tate Geological Museum in Casper, Wyoming has a cast of a skull of this dinosaur ""king"" with battle scars",dinosaur exhibit,Tyrannosaurus rex,False,"Laramie, Wyoming . The Geological Museum at the University of Wyoming is open to the public and houses more than 50,000 catalogued mineral, rock, and fossil specimens, including a dinosaur exhibit. The university's art museum offers gallery exhibits, lectures, workshops, classes, and public tours year-round. The Fine Arts Concert Hall on campus presents frequent concerts and recitals during the school year. Housed in the Ivinson Mansion near the center of town is the Laramie Plains Museum. The Wyoming Children's Museum and Nature Center has interactive exhibits and pottery classes for children aged 3 and older."
34,800,LESSER-KNOWN MUSEUMS,"There's an early X-ray room in the Albuquerque Museum of the ASRT, the ""R"" referring to this medical field",dental,radiology,False,"A. R. Bowman Memorial Museum . The second floor rooms include a ranch tack room, an old-time bedroom, a dining room, a re-creation of the old Paulina store and post office, and exhibits of early medical and dental equipment. The museum’s research library is also located on the second floor. The museum’s research room contains approximately 700 reference books on Oregon history. Researchers can investigate the local timber industry, the Crook County range war between cattlemen and sheepherders, the Lost Meek Wagon Train, and many other subjects. The museum’s gift shop has books on local history as well as souvenirs."
34,1200,LESSER-KNOWN MUSEUMS,Berlin's Currywurst Museum is devoted to a type of this street food popular on the Platz,yam root,sausage,False,"Deutsches Currywurst Museum . The museum opened on August 15, 2009, 60 years after the invention of currywurst in 1949 by Berliner Herta Heuwer. Museum founder, Martin Löwer came up with the idea for the museum during a holiday trip to Jamaica. There he visited an exhibition about the yam root and started thinking about what food type would be as popular in Berlin. Löwer considered the currywurst to possess ""cult status"" in Germany and used the sausage's fame as justification to create the museum."
34,1600,LESSER-KNOWN MUSEUMS,"The Devil's Rope Museum in McLean, Texas is devoted to this type of barrier",Barbed Wire,barbed wire,False,"U.S. Route 66 in Texas . In Groom, Texas a leaning water tower stands empty, originally placed as an advertisement for a truck stop which burned years ago. A large crucifix serves as a local landmark. In McLean the McLean Commercial Historic District includes the first Phillips Petroleum station in Texas (1929, now restored), the Devils Rope Barbed Wire Museum, the Avalon Theatre and the Cactus Inn Motel."
34,2000,LESSER-KNOWN MUSEUMS,The International Museum of this -ology in Maine has exhibits for the Montauk Monster & the Jersey Devil,"Jersey City Museum, and the New Britain Museum of American Art",cryptozoology,False,"Carson Fox . In 2000, Fox received her first major solo exhibition, ""Beauty Queens,"" at Rider University Gallery in Lawrenceville, New Jersey. Since then, her work has been exhibited in solo exhibitions at museums and galleries across the United States, including at the Boulder Museum of Contemporary Art, the Jersey City Museum, and the New Britain Museum of American Art. Carson Fox has been featured in over fifty significant national and international group exhibitions, including shows at the Museum of Arts and Design, Scottsdale Museum of Contemporary Art, the Jersey City Museum, Nassau County Museum of Art, the Novosibirsk State Art Museum, Indiana State Museum, University Museums at the University of Delaware, Tweed Museum of Art."
34,400,BROADWAY COMPOSERS,"\""Love Never Dies"", Andrew Lloyd Webber's sequel to this show, moves the action from Paris to Coney Island","""Phantom"" sequel",Phantom of the Opera,False,"Love Never Dies (musical) . On 26 January 2010 the title song ""Love Never Dies"" was first publicly performed at ""The South Bank Show Awards"", sung by Sierra Boggess and accompanied by Lloyd Webber and Louise Hunt on two grand pianos. The show was broadcast on ITV1 on 31 January 2010. The tune is identical to Lloyd Webber's other musical numbers ""Our Kind of Love"" from ""The Beautiful Game"" in 2000 and ""The Heart is Slow to Learn"", which was intended for a ""Phantom"" sequel, sung by Kiri Te Kanawa in 1998 at the ""Andrew Lloyd Webber: The Royal Albert Hall Celebration"". ""Love Never Dies"" also has a very similar melody to Charles Williams' composition ""Jealous Lover"" from the 1949 British film ""The Romantic Age"". ""Jealous Lover"" was later retitled ""Theme from the Apartment"" for the 1960 Billy Wilder film ""The Apartment""."
34,800,BROADWAY COMPOSERS,"That's Lerner standing, so that must be him at the piano",Shavitch and Lerner gave a concert together at the Hollywood Bowl,(Frederick) Loewe,False,"Tina Lerner . Her performances of works by Chopin and Tchaikovsky were captured on piano rolls. She lived in Syracuse, New York in the 1920s, and taught piano master classes at Syracuse University. Shavitch and Lerner gave a concert together at the Hollywood Bowl in 1927."
34,1200,BROADWAY COMPOSERS,Jerry Herman turned down every project for 6 months until he was finally asked to adapt this film about 2 gay men,,La Cage aux Folles,False,No Context
34,1600,BROADWAY COMPOSERS,He composed the music for Oklahoma's state song,,(Richard) Rodgers,False,No Context
34,2000,BROADWAY COMPOSERS,"Playing an early version of one of his songs from ""Avenue Q"" helped him woo future ""Frozen"" partner Kristen Anderson",Elsa,Robert Lopez,False,"Monster (Disney song) . ""Monster"" is a song from the 2018 stage musical version of the 2013 Disney animated film ""Frozen"". Sung by Elsa, the song takes place during the second act. The song was written by Kristen Anderson-Lopez and Robert Lopez."
34,400,"\""L\""","It's on the tip of your tongue... wait, no— your ear",,lobe,False,No Context
34,800,"\""L\""",Any anesthetic limited to a particular body part,"local anesthetics, which cause a reversible loss of sensation for a limited region of the body while maintaining consciousness.",local anesthetic,True,"Anesthetic . An anesthetic (or anaesthetic) is a drug to prevent pain during surgery, completely blocking any feeling as opposed to an analgesic. A wide variety of drugs are used in modern anesthetic practice. Many are rarely used outside anesthesia, although others are used commonly by all disciplines. Anesthetics are categorized into two classes: general anesthetics, which cause a reversible loss of consciousness, and local anesthetics, which cause a reversible loss of sensation for a limited region of the body while maintaining consciousness. Combinations of anesthetics are sometimes used for their synergistic and additive therapeutic effects. Adverse effects, however, may also be increased."
34,1200,"\""L\""",These birds have longer tails and longer names than the very similar lories,,a lorikeet,False,No Context
34,1600,"\""L\""",Verb meaning to dissolve out via percolation,Separable verb,leach,False,"Separable verb . Separable verbs challenge the understanding of meaning compositionality because when they are separated, the two parts do not form a constituent. Hence theories of syntax that assume that form–meaning correspondences should be understood in terms of syntactic constituents are faced with a difficulty, because it is not apparent what sort of syntactic unit the verb and its particle build. One prominent means of addressing this difficulty is via movement. One stipulates that languages like German and Dutch are actually SOV languages (as opposed to SVO) and that when separation occurs, the lexical verb has moved out of the clause-final position to a derived position further to the left, e.g. in German"
34,2000,"\""L\""","Don't be this 13-letter synonym for ""lazy\""","Chris ""X-13"" Higgins appears in the video as a lazy boyfriend",lackadaisical,False,"Why Don't You Get a Job? . Bob Eubanks, the host of the ""Newlywed Game,"" makes a cameo appearance. Towards the end of the video, Guy Cohen, who played the main character in the ""Pretty Fly (for a White Guy)"" video, makes a short appearance. Chris ""X-13"" Higgins appears in the video as a lazy boyfriend. Pussycat Dolls member Carmit Bachar plays his girlfriend."
34,400,ORE,"In its purest form, hematite is about 70% this element",Islam,iron,False,ISIS Enemies of Humanity . ISIS Enemies of Humanity is a Hindi film based on terrorism. The backdrop of the film speaks volumes about the functioning of ISIS which is a terrorist group playing havoc across the globe. The film outlines the sheer importance of Islam in its purest form & defies the Islam which is projected by anti-social elements of the world.
34,800,ORE,"Galena, PbS, is the chief ore mineral of this grayish metal",lead,lead,True,"Mineral . The sulfide minerals are chemical compounds of one or more metals or semimetals with a sulfur; tellurium, arsenic, or selenium can substitute for the sulfur. Sulfides tend to be soft, brittle minerals with a high specific gravity. Many powdered sulfides, such as pyrite, have a sulfurous smell when powdered. Sulfides are susceptible to weathering, and many readily dissolve in water; these dissolved minerals can be later redeposited, which creates enriched secondary ore deposits. Sulfides are classified by the ratio of the metal or semimetal to the sulfur, such as M:S equal to 2:1, or 1:1. Many sulfide minerals are economically important as metal ores; examples include sphalerite (ZnS), an ore of zinc, galena (PbS), an ore of lead, cinnabar (HgS), an ore of mercury, and molybdenite (MoS, an ore of molybdenum. Pyrite (FeS), is the most commonly occurring sulfide, and can be found in most geological environments. It is not, however, an ore of iron, but can be instead oxidized to produce sulfuric acid. Related to the sulfides are the rare sulfosalts, in which a metallic element is bonded to sulfur and a semimetal such as antimony, arsenic, or bismuth. Like the sulfides, sulfosalts are typically soft, heavy, and brittle minerals."
34,1200,ORE,"Some gold ore is considered exogenetic, meaning it was formed in this layer of the Earth",crust,the crust,True,"Ore . The grade or concentration of an ore mineral, or metal, as well as its form of occurrence, will directly affect the costs associated with mining the ore. The cost of extraction must thus be weighed against the metal value contained in the rock to determine what ore can be processed and what ore is of too low a grade to be worth mining. Metal ores are generally oxides, sulfides, silicates, or native metals (such as native copper) that are not commonly concentrated in the Earth's crust, or noble metals (not usually forming compounds) such as gold. The ores must be processed to extract the elements of interest from the waste rock and from the ore minerals. Ore bodies are formed by a variety of geological processes. The process of ore formation is called ore genesis."
34,1600,ORE,"Cinnamon is a spice, not to be confused with this reddish ore of mercury with a similar-sounding name",pinkish cinnamon to dark reddish brown cap.,cinnabar,False,"Aureoboletus innixus . The mushroom is often confused with the similar ""Aureoboletus auriporus"", which has a pinkish cinnamon to dark reddish brown cap."
34,2000,ORE,"Magnetite is also called this ""stone"" & was used as a primitive compass",Magnetite,lodestone,False,Magnetite . In large enough quantities magnetite can affect compass navigation. In Tasmania there are many areas with highly magnetized rocks that can greatly influence compasses. Extra steps and repeated observations are required when using a compass in Tasmania to keep navigation problems to the minimum.
34,400,HIGH WATER,"After floods in 1966, UNESCO made efforts to save this Italian city & its treasures, like the Biblioteca Marciana",Venice,Venice,True,"Biblioteca Marciana . Like the British Library or the Library of Congress at later times, the ""Biblioteca Marciana"" profited from a law of 1603 that required that a copy be deposited in the ""Marciana"" of all books printed at Venice, the first such law. The ""Marciana"" was enriched by the transfer in the late eighteenth century of the collections accumulated in several monasteries, such as ""SS. Giovanni e Paolo"" in Venice and S. Giovanni di Verdara in Padua."
34,800,HIGH WATER,"The Zuiderzee flood of 1287 killed 50,000 but also connected this then-village to the sea, & the rest is Dutch history",72 villages,Amsterdam,False,"Zuiderzee . The size of this inland sea remained largely stable from the 15th century onwards due to improvements in dikes, but when storms pushed North Sea water into the inlet, the Zuiderzee became a volatile cauldron of water, frequently resulting in flooding and the loss of ships. For example, on 18 November 1421, a seawall at the Zuiderzee dike broke, which flooded 72 villages and killed about 10,000 people. This was the Second St. Elizabeth's flood (1421)."
34,1200,HIGH WATER,"The Mississippi flood of 1927 helped spur the mass movement of African Americans north & west, the ""Great"" this",hundreds of thousands of African Americans migrated North and West for jobs and chances to live as full citizens,migration,False,"Mississippi . It was not until 1884, after the flood of 1882, that the state created the Mississippi-Yazoo Delta District Levee Board and started successfully achieving longer term plans for levees in the upper Delta. Despite the state's building and reinforcing levees for years, the Great Mississippi Flood of 1927 broke through and caused massive flooding of throughout the Delta, homelessness for hundreds of thousands, and millions of dollars in property damages. With the Depression coming so soon after the flood, the state suffered badly during those years. In the Great Migration, hundreds of thousands of African Americans migrated North and West for jobs and chances to live as full citizens."
34,1600,HIGH WATER,A dam collapse in this state led to the deadly 1889 Johnstown flood,South Fork Dam,Pennsylvania,False,"Johnstown Flood National Memorial . Johnstown Flood National Memorial commemorates the approximately 2,200 people who died in the Johnstown Flood on May 31, 1889, caused by a break in the South Fork Dam, an earthen structure. The memorial is located at 733 Lake Road near South Fork, Pennsylvania, about 10 miles (16 km) northeast of Johnstown. The memorial preserves the remains of the dam and portions of the former Lake Conemaugh bed, along with the farm of Elias Unger and the clubhouse of the South Fork Fishing and Hunting Club which owned the dam and reservoir. The United States Congress authorized the national memorial on August 31, 1964."
34,2000,HIGH WATER,2010-11 floods in Australia were exacerbated by this Pacific Ocean weather phenomenon with a feminine name,El Niño,La Niña,False,"2009 West Africa floods . The exceptionally heavy rainfall experienced in West Africa during the 2009 monsoon season is associated with the periodic warming of the Pacific Ocean, a phenomenon known as El Niño, which affects weather worldwide."
